month.harvest,year.harvest,estuary,region,distance,reef,complexity,reef.name,reef.type,transect,quadrat,species,live/newg,size.mm
7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,44

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,56

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,37

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,71

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,49

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,77

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,62

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,57

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,40

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,49

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,9

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,37

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,45

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,37

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,44

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,25

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,40

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,15

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,20

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,11

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,14

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,5,crvi,newg,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,48

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,16

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,37

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,62

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,31

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,51

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,60

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,57

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,23

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,51

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,45

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,5

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,14

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,68

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,15

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,49

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,68

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,48

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,45

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,69

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,51

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,64

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,66

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,25

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,66

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,41

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,62

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,68

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,67

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,57

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,49

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,41

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,44

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,69

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,56

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,8

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,16

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,60

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,44

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,19

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,74

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,25

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,55

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,18

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,27

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,120,10,crvi,newg,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,22

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,40

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,40

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,27

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,19

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,19

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,11

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,47

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,10

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,live,18

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,25

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,15

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,18

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,41

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,26

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,33

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,0,15,crvi,newg,27

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,29

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,60

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,41

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,57

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,56

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,65

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,65

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,44

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,70

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,45

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,39

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,37

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,36

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,20

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,28

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,30

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,41

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,34

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,43

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,24

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,46

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,48

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,35

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,27

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,66

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,73

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,73

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,38

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,71

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,80

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,32

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,45

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,50

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,62

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,63

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,56

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,58

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,56

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,61

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,72

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,57

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,51

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,52

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,64

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,49

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,17

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,66

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,68

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,72

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,64

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,48

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,42

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,53

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,54

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,59

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,12

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,66

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,60

7,2016,apalachicola ,west,2,1,moderate,w2.200r1,subtidal,240,20,crvi,live,36

